#{"t_start": 1747577978.1583893, "env_id": "KukaBulletEnv-v0"}
r,l,t,success
-552.352841,862,1250.124215,False
-626.628981,866,1251.223911,False
-888.476692,842,1252.329103,False
-708.22566,875,1254.26252,False
-1222.361033,1000,1255.011872,False
-501.145657,835,1256.970073,False
-721.34819,847,1258.105885,False
-585.138035,821,1259.991092,False
-724.988317,870,1261.089714,False
-1068.101389,867,1262.2206,False
-1045.931938,1000,1263.760893,False
-569.839116,823,1264.830756,False
-767.138464,823,1266.723597,False
-1029.894359,887,1267.838838,False
-975.673405,858,1268.934787,False
-822.659924,868,1270.763558,False
-1045.846407,855,1271.865974,False
-1022.90302,886,1273.829665,False
-939.827883,843,1274.904317,False
-1101.044158,1000,1276.434924,False
-759.929768,851,1277.487562,False
-631.497402,881,1279.463248,False
-755.093642,898,1280.608527,False
-550.58996,878,1281.708177,False
-710.750327,864,1283.696366,False
-1141.256299,910,1284.798543,False
-587.418407,854,1286.694187,False
-424.310909,811,1287.674776,False
-435.628749,858,1288.730468,False
-1189.18472,1000,1290.348309,False
-1307.363595,1000,1291.072483,False
-891.5076,900,1293.209107,False
-986.528352,1000,1293.983228,False
-774.003297,849,1296.061093,False
-980.444785,901,1297.204086,False
-580.011056,855,1299.20729,False
-458.836515,868,1300.28649,False
-992.498261,872,1302.105148,False
-727.395235,1000,1302.843155,False
-484.832591,858,1303.925009,False
-667.452097,842,1305.807559,False
-459.0685,872,1306.970167,False
-471.640154,844,1308.890462,False
-839.929257,790,1309.853069,False
-996.558625,889,1310.9697,False
-1033.450656,1000,1312.533641,False
-899.271205,1000,1313.29217,False
-535.848431,818,1315.210205,False
-521.217297,833,1316.228213,False
-728.290427,889,1318.148691,False
-908.665619,894,1319.37985,False
-931.423326,891,1322.036498,False
-554.519263,845,1323.225923,False
-696.224021,838,1324.549842,False
-550.44798,860,1327.179991,False
-793.317199,859,1328.412002,False
-870.658907,895,1330.735779,False
-479.422859,881,1331.912577,False
-754.874706,871,1334.132649,False
-740.816702,874,1335.236792,False
-603.749034,865,1336.400531,False
-711.05235,850,1338.325459,False
-845.28202,882,1339.40152,False
-617.723864,858,1341.280646,False
-716.215118,854,1342.337236,False
-515.518904,858,1343.464031,False
-577.570924,826,1345.388839,False
-875.920146,896,1346.512154,False
-602.726785,874,1348.427581,False
-520.418375,843,1349.512327,False
-822.141645,860,1351.619586,False
-914.419799,953,1352.769548,False
-616.249115,918,1353.839829,False
-864.039541,939,1355.853224,False
-681.575304,854,1357.034596,False
-1092.29127,1000,1358.595033,False
-425.297128,854,1359.70452,False
-515.074308,841,1361.603901,False
-727.278926,846,1362.719138,False
-498.552294,832,1363.798995,False
-538.381616,895,1365.962765,False
-990.803532,841,1367.004817,False
-1029.635372,910,1368.937616,False
-924.517395,892,1370.05889,False
-950.215791,886,1372.151441,False
-764.154571,907,1373.22053,False
-628.985217,869,1375.347069,False
-1006.366202,930,1376.457235,False
-752.308085,894,1377.585038,False
-1123.991732,937,1379.495912,False
-733.363369,850,1380.591446,False
-944.992766,947,1382.562839,False
-456.331929,893,1383.687615,False
-990.385815,902,1385.598331,False
-755.804826,910,1386.685539,False
-1113.466151,970,1388.740924,False
-866.094215,897,1389.871634,False
-873.431286,921,1390.960611,False
-612.280668,852,1392.889801,False
-526.087693,873,1393.999053,False
-797.82089,861,1395.955241,False
-637.20823,859,1397.055392,False
-722.913852,879,1399.068257,False
-706.940008,899,1400.181256,False
-781.040427,1000,1400.90618,False
-621.64676,855,1402.806986,False
-620.393997,1000,1403.568371,False
-584.679659,876,1405.592868,False
-649.822754,816,1406.64501,False
-995.771928,895,1408.646944,False
-623.146925,852,1409.711033,False
-761.037308,847,1410.728251,False
-430.159579,813,1412.673733,False
-617.438362,842,1413.710543,False
-1001.14645,856,1415.612801,False
-819.60314,868,1416.693428,False
-790.89684,898,1418.661533,False
-752.648167,889,1419.758708,False
-578.71574,862,1420.792947,False
-630.466356,857,1422.700901,False
-477.983283,862,1423.822726,False
-490.700477,862,1425.779851,False
-667.363627,877,1426.889052,False
-651.3252,857,1428.862099,False
-508.423506,820,1429.866256,False
-818.383634,845,1430.943144,False
-613.673386,880,1432.910134,False
-581.640202,833,1433.962858,False
-889.199514,866,1435.93484,False
-759.541387,875,1436.983831,False
-463.0174,850,1438.066866,False
-643.815768,852,1439.945505,False
-564.292936,854,1440.976234,False
-798.316549,860,1442.992134,False
-1160.888275,884,1444.128197,False
-1003.955627,945,1446.299179,False
-638.871311,843,1447.388733,False
-628.078567,860,1448.47521,False
-558.41327,843,1450.603833,False
-646.669192,862,1451.724756,False
-902.878401,1000,1453.282598,False
-604.487889,890,1454.402352,False
-589.538169,848,1456.332715,False
-654.265265,871,1457.467986,False
-784.133789,888,1458.549455,False
-768.199061,847,1460.401981,False
-1086.56383,1000,1461.134986,False
-498.710578,907,1463.143064,False
-639.586275,842,1464.191017,False
-677.866832,840,1466.046877,False
-832.54222,877,1467.197821,False
-840.444949,864,1468.268497,False
-990.604079,1000,1469.842629,False
-661.589533,873,1470.945998,False
-1057.334082,1000,1472.576688,False
-657.125228,880,1473.674336,False
-553.65843,850,1475.617099,False
-857.062587,860,1476.776489,False
-792.089641,889,1478.8383,False
-478.703246,857,1480.001831,False
-524.905918,845,1481.077147,False
-701.868018,1000,1482.612413,False
-1024.445529,902,1483.700999,False
-458.148391,835,1485.600381,False
-797.73479,868,1486.709032,False
-516.348556,842,1488.69719,False
-849.069818,1000,1489.424387,False
-566.688036,860,1490.545707,False
-672.595328,867,1492.504281,False
-817.489688,839,1493.581497,False
-962.216271,860,1495.634476,False
-642.440742,854,1496.766666,False
-1059.965425,865,1498.761,False
-600.151506,888,1499.856751,False
-832.850968,868,1500.938351,False
-1105.159713,896,1502.868315,False
-1224.220031,974,1503.985988,False
-625.316443,862,1506.054498,False
-629.986884,856,1507.113017,False
-427.992682,858,1509.221401,False
-900.467108,866,1510.330254,False
-488.257284,883,1511.527651,False
-1227.14653,1000,1513.137888,False
-1143.939134,1000,1513.909898,False
-571.553169,859,1515.819295,False
-518.081684,857,1516.975796,False
-651.670597,873,1518.864467,False
-963.996848,1000,1519.592148,False
-655.976276,823,1521.553227,False
-940.803667,1000,1522.296497,False
-605.81069,860,1523.335246,False
-710.204587,873,1525.459843,False
-832.62065,859,1526.536889,False
-484.70957,862,1528.590069,False
-837.527634,876,1529.704852,False
-1027.460535,921,1531.704762,False
-519.874998,834,1532.771128,False
-463.554624,852,1533.834965,False
-662.046467,850,1535.701364,False
-805.84879,859,1536.828548,False
-1036.41899,901,1538.75989,False
-761.102206,898,1539.895681,False
-1274.147054,1000,1541.492137,False
-1361.368085,894,1542.590559,False
-1166.784757,871,1544.506486,False
-546.920649,870,1545.585102,False
-452.00766,843,1546.684679,False
-1108.540923,872,1548.663311,False
-556.003124,866,1549.748955,False
-636.21458,857,1551.814363,False
-780.232484,891,1552.897943,False
-1021.279645,887,1553.988398,False
-672.417136,849,1555.894253,False
-498.987351,843,1556.988662,False
-453.959526,873,1558.959868,False
-737.6787,841,1560.034982,False
-751.498083,843,1561.971282,False
-862.994714,860,1563.082848,False
-673.598612,863,1564.133097,False
-1141.367531,961,1566.142476,False
-1222.131092,861,1567.21733,False
-694.441333,802,1569.132224,False
-1314.68646,891,1570.335681,False
-1075.959972,858,1572.718584,False
-1145.067087,890,1574.006931,False
-538.241944,915,1575.300266,False
-731.73146,910,1577.852701,False
-737.291891,847,1579.285014,False
-676.97762,842,1581.613885,False
-906.917532,887,1582.915285,False
-666.181537,871,1584.945161,False
-710.962484,865,1586.032669,False
-546.531959,873,1587.192534,False
-400.12052,871,1589.321889,False
-761.831643,893,1590.577774,False
-896.193399,1000,1592.283052,False
-553.802142,892,1593.475062,False
-776.519363,879,1595.711294,False
-714.586577,871,1596.978488,False
-517.74649,867,1598.166519,False
-726.226415,1000,1600.017792,False
-998.272538,1000,1600.820422,False
-726.520327,872,1602.958191,False
-618.482476,890,1604.120634,False
-447.623921,846,1606.202215,False
-982.230776,883,1607.433414,False
-614.738277,880,1609.606365,False
-1094.523783,1000,1610.413006,False
-702.105025,879,1611.611768,False
-685.390293,854,1613.705198,False
-519.758301,882,1614.850384,False
-720.570109,890,1616.98087,False
-602.029321,855,1618.143728,False
-508.371619,882,1620.245193,False
-1141.327837,1000,1621.114193,False
-521.810113,849,1623.285901,False
-573.717014,948,1624.405026,False
-740.343655,852,1625.588778,False
-636.281151,900,1627.655154,False
-1044.109109,981,1629.053027,False
-828.257742,883,1631.156885,False
-551.714328,910,1632.265483,False
